full_text,clean_text,tokens,stopword,remove_slang,stemming,stemming_sentence,translated_en,sentiment,polarity_score,label
Ikutan #KaburAjaDulu kita ke bulan. https://t.co/1NAWnOJK1b,ikutan kaburajadulu kita ke bulan,"['ikutan', 'kaburajadulu', 'kita', 'ke', 'bulan']","['ikutan', 'kaburajadulu']","['ikutan', 'kaburajadulu']","['ikut', 'kaburajadulu']",ikut kaburajadulu,join kaburajadulu,netral,0.0,1
that's crazy that we're a regular citizen need to teach a very basic thing like speak good as u can think in front of a lot of people bc ur mouth can influence ton of peoples. THIS SHIT BASIC AND THE GOVERNMENT CAN'T Yang mau #KaburAjaDulu gak nasionalis? https://t.co/NzrldcMJUe,thats crazy that were a regular citizen need to teach a very basic thing like speak good as u can think in front of a lot of people bc ur mouth can influence ton of peoples this shit basic and the government cant yang mau kaburajadulu gak nasionalis,"['thats', 'crazy', 'that', 'were', 'a', 'regular', 'citizen', 'need', 'to', 'teach', 'a', 'very', 'basic', 'thing', 'like', 'speak', 'good', 'as', 'u', 'can', 'think', 'in', 'front', 'of', 'a', 'lot', 'of', 'people', 'bc', 'ur', 'mouth', 'can', 'influence', 'ton', 'of', 'peoples', 'this', 'shit', 'basic', 'and', 'the', 'government', 'cant', 'yang', 'mau', 'kaburajadulu', 'gak', 'nasionalis']","['thats', 'crazy', 'that', 'were', 'regular', 'citizen', 'need', 'to', 'teach', 'very', 'basic', 'thing', 'like', 'speak', 'good', 'as', 'can', 'think', 'in', 'front', 'of', 'lot', 'of', 'people', 'bc', 'ur', 'mouth', 'can', 'influence', 'ton', 'of', 'peoples', 'this', 'shit', 'basic', 'and', 'the', 'government', 'cant', 'kaburajadulu', 'nasionalis']","['thats', 'crazy', 'that', 'were', 'regular', 'citizen', 'need', 'teach', 'very', 'basic', 'thing', 'like', 'speak', 'good', 'as', 'can', 'think', 'front', 'of', 'lot', 'of', 'people', 'ur', 'mouth', 'can', 'influence', 'ton', 'of', 'peoples', 'this', 'shit', 'basic', 'and', 'the', 'government', 'cant', 'kaburajadulu', 'nasionalis']","['thats', 'crazy', 'that', 'were', 'regular', 'citizen', 'need', 'teach', 'very', 'basic', 'thing', 'like', 'speak', 'good', 'as', 'can', 'think', 'front', 'of', 'lot', 'of', 'people', 'ur', 'mouth', 'can', 'influence', 'ton', 'of', 'peoples', 'this', 'shit', 'basic', 'and', 'the', 'government', 'cant', 'kaburajadulu', 'nasionalis']",thats crazy that were regular citizen need teach very basic thing like speak good as can think front of lot of people ur mouth can influence ton of peoples this shit basic and the government cant kaburajadulu nasionalis,thats crazy that were regular citizen need teach very basic thing like speak good as can think front of lot of people ur mouth can influence ton of peoples this shit basic and the government cant kaburajadulu nasionalis,negatif,-0.0166666666666666,0
Beli Pertalite Di Oplos Bayar Pajak Dikorupsi Beli Emas Dipalsukan Hati Hati Beli Emas PT. ANTAM Palsukan 109 Ton Emas Inilah Negeri Para MAFIA/BANG TO SAT #semuaorang #KaburAjaDulu https://t.co/wD8JfD1eJ6,beli pertalite di oplos bayar pajak dikorupsi beli emas dipalsukan hati hati beli emas pt antam palsukan ton emas inilah negeri para mafiabang to sat semuaorang kaburajadulu,"['beli', 'pertalite', 'di', 'oplos', 'bayar', 'pajak', 'dikorupsi', 'beli', 'emas', 'dipalsukan', 'hati', 'hati', 'beli', 'emas', 'pt', 'antam', 'palsukan', 'ton', 'emas', 'inilah', 'negeri', 'para', 'mafiabang', 'to', 'sat', 'semuaorang', 'kaburajadulu']","['beli', 'pertalite', 'oplos', 'bayar', 'pajak', 'dikorupsi', 'beli', 'emas', 'dipalsukan', 'hati', 'hati', 'beli', 'emas', 'pt', 'antam', 'palsukan', 'ton', 'emas', 'negeri', 'mafiabang', 'to', 'sat', 'semuaorang', 'kaburajadulu']","['beli', 'pertalite', 'oplos', 'bayar', 'pajak', 'dikorupsi', 'beli', 'emas', 'dipalsukan', 'hati', 'hati', 'beli', 'emas', 'pt', 'antam', 'palsukan', 'ton', 'emas', 'negeri', 'mafiabang', 'sat', 'semuaorang', 'kaburajadulu']","['beli', 'pertalite', 'oplos', 'bayar', 'pajak', 'korupsi', 'beli', 'emas', 'palsu', 'hati', 'hati', 'beli', 'emas', 'pt', 'antam', 'palsu', 'ton', 'emas', 'negeri', 'mafiabang', 'sat', 'semuaorang', 'kaburajadulu']",beli pertalite oplos bayar pajak korupsi beli emas palsu hati hati beli emas pt antam palsu ton emas negeri mafiabang sat semuaorang kaburajadulu,buy pertalite oplos pay corruption tax buying fake gold be careful buying gold pt antam fake ton gold mafiabang sat all people kaburajadulu,negatif,-0.3666666666666667,0
Balik ke aeon kali ya atau kemana please mau kabur dulu dari rumah #kaburajadulu,balik ke aeon kali ya atau kemana please mau kabur dulu dari rumah kaburajadulu,"['balik', 'ke', 'aeon', 'kali', 'ya', 'atau', 'kemana', 'please', 'mau', 'kabur', 'dulu', 'dari', 'rumah', 'kaburajadulu']","['aeon', 'kemana', 'please', 'kabur', 'rumah', 'kaburajadulu']","['aeon', 'kemana', 'please', 'kabur', 'rumah', 'kaburajadulu']","['aeon', 'mana', 'please', 'kabur', 'rumah', 'kaburajadulu']",aeon mana please kabur rumah kaburajadulu,aeon plums fuzzy house __kurururus__,netral,0.0,1
That's why gw pernah tulis brain drain di Indonesia karena #KaburAjaDulu itu bulshit karena kebanyakan Putra Putri terbaik bangsa akan stay.... Dengan segala.....,thats why gw pernah tulis brain drain di indonesia karena kaburajadulu itu bulshit karena kebanyakan putra putri terbaik bangsa akan stay dengan segala,"['thats', 'why', 'gw', 'pernah', 'tulis', 'brain', 'drain', 'di', 'indonesia', 'karena', 'kaburajadulu', 'itu', 'bulshit', 'karena', 'kebanyakan', 'putra', 'putri', 'terbaik', 'bangsa', 'akan', 'stay', 'dengan', 'segala']","['thats', 'why', 'tulis', 'brain', 'drain', 'indonesia', 'kaburajadulu', 'bulshit', 'kebanyakan', 'putra', 'putri', 'terbaik', 'bangsa', 'stay']","['thats', 'why', 'tulis', 'brain', 'drain', 'indonesia', 'kaburajadulu', 'bulshit', 'kebanyakan', 'putra', 'putri', 'terbaik', 'bangsa', 'stay']","['thats', 'why', 'tulis', 'brain', 'drain', 'indonesia', 'kaburajadulu', 'bulshit', 'banyak', 'putra', 'putri', 'baik', 'bangsa', 'stay']",thats why tulis brain drain indonesia kaburajadulu bulshit banyak putra putri baik bangsa stay,thats why write brain drain indonesia kaburajadulu bulshit many good sons and daughters,positif,0.6,2
Kejaksaan Agung memperkirakan total kerugian korupsi BBM dari 2018 hingga 2023 bisa mencapai Rp968 5 triliun #vcscrottt #Banjir #Shakira #MakanBergiziGratis #IndonesiaGelap #Indonesia #Prabowo #KaburAjaDulu #KaburSajaDulu #korupsi #BBM #Pertalite #Pertamax https://t.co/nTgQL1eVf9,kejaksaan agung memperkirakan total kerugian korupsi bbm dari hingga bisa mencapai rp triliun vcscrottt banjir shakira makanbergizigratis indonesiagelap indonesia prabowo kaburajadulu kabursajadulu korupsi bbm pertalite pertamax,"['kejaksaan', 'agung', 'memperkirakan', 'total', 'kerugian', 'korupsi', 'bbm', 'dari', 'hingga', 'bisa', 'mencapai', 'rp', 'triliun', 'vcscrottt', 'banjir', 'shakira', 'makanbergizigratis', 'indonesiagelap', 'indonesia', 'prabowo', 'kaburajadulu', 'kabursajadulu', 'korupsi', 'bbm', 'pertalite', 'pertamax']","['kejaksaan', 'agung', 'total', 'kerugian', 'korupsi', 'bbm', 'mencapai', 'rp', 'triliun', 'vcscrottt', 'banjir', 'shakira', 'makanbergizigratis', 'indonesiagelap', 'indonesia', 'prabowo', 'kaburajadulu', 'kabursajadulu', 'korupsi', 'bbm', 'pertalite', 'pertamax']","['kejaksaan', 'agung', 'total', 'kerugian', 'korupsi', 'bbm', 'mencapai', 'rp', 'triliun', 'vcscrottt', 'banjir', 'shakira', 'makanbergizigratis', 'indonesiagelap', 'indonesia', 'prabowo', 'kaburajadulu', 'kabursajadulu', 'korupsi', 'bbm', 'pertalite', 'pertamax']","['jaksa', 'agung', 'total', 'rugi', 'korupsi', 'bbm', 'capai', 'rp', 'triliun', 'vcscrottt', 'banjir', 'shakira', 'makanbergizigratis', 'indonesiagelap', 'indonesia', 'prabowo', 'kaburajadulu', 'kabursajadulu', 'korupsi', 'bbm', 'pertalite', 'pertamax']",jaksa agung total rugi korupsi bbm capai rp triliun vcscrottt banjir shakira makanbergizigratis indonesiagelap indonesia prabowo kaburajadulu kabursajadulu korupsi bbm pertalite pertamax,attorney general total corruption loss bbm reaches rp. trillion vcscrottt flood shakira meals indonesiagratic indonesia's indonesia prabowo kaburajadulu kawursajadulu corruption of bbm pertalite pertamax,positif,0.025,2
Dapat kabar kalo banyak teman temanku yg apply visa dan udah pda acc wkwkwwk apakah aku harus ikutan? #KaburAjaDulu,dapat kabar kalo banyak teman temanku yg apply visa dan udah pda acc wkwkwwk apakah aku harus ikutan kaburajadulu,"['dapat', 'kabar', 'kalo', 'banyak', 'teman', 'temanku', 'yg', 'apply', 'visa', 'dan', 'udah', 'pda', 'acc', 'wkwkwwk', 'apakah', 'aku', 'harus', 'ikutan', 'kaburajadulu']","['kabar', 'teman', 'temanku', 'yg', 'apply', 'visa', 'pda', 'acc', 'wkwkwwk', 'ikutan', 'kaburajadulu']","['kabar', 'teman', 'temanku', 'apply', 'visa', 'acc', 'wkwkwwk', 'ikutan', 'kaburajadulu']","['kabar', 'teman', 'teman', 'apply', 'visa', 'acc', 'wkwkwwk', 'ikut', 'kaburajadulu']",kabar teman teman apply visa acc wkwkwwk ikut kaburajadulu,news friends apply visa acc wkwkwwk join kaburajadulu,netral,0.0,1
Luka fans Mavs yang belum kering diperparah dengan Kyrie season-ending. Kehilangan Luka inkompeten front office cederanya Davis &amp; Kyrie membuat win now yang dijanjikan bak isapan. Harga tiket pun mau dinaikkan. Masa depan Dallas tampak gelap. Waktunya fans Dallas #KaburAjaDulu?,luka fans mavs yang belum kering diperparah dengan kyrie seasonending kehilangan luka inkompeten front office cederanya davis amp kyrie membuat win now yang dijanjikan bak isapan harga tiket pun mau dinaikkan masa depan dallas tampak gelap waktunya fans dallas kaburajadulu,"['luka', 'fans', 'mavs', 'yang', 'belum', 'kering', 'diperparah', 'dengan', 'kyrie', 'seasonending', 'kehilangan', 'luka', 'inkompeten', 'front', 'office', 'cederanya', 'davis', 'amp', 'kyrie', 'membuat', 'win', 'now', 'yang', 'dijanjikan', 'bak', 'isapan', 'harga', 'tiket', 'pun', 'mau', 'dinaikkan', 'masa', 'depan', 'dallas', 'tampak', 'gelap', 'waktunya', 'fans', 'dallas', 'kaburajadulu']","['luka', 'fans', 'mavs', 'kering', 'diperparah', 'kyrie', 'seasonending', 'kehilangan', 'luka', 'inkompeten', 'front', 'office', 'cederanya', 'davis', 'kyrie', 'win', 'now', 'dijanjikan', 'bak', 'isapan', 'harga', 'tiket', 'dinaikkan', 'dallas', 'gelap', 'fans', 'dallas', 'kaburajadulu']","['luka', 'mavs', 'kering', 'diperparah', 'kyrie', 'seasonending', 'kehilangan', 'luka', 'inkompeten', 'front', 'office', 'cederanya', 'davis', 'kyrie', 'win', 'now', 'dijanjikan', 'bak', 'isapan', 'harga', 'tiket', 'dinaikkan', 'dallas', 'gelap', 'dallas', 'kaburajadulu']","['luka', 'mavs', 'kering', 'parah', 'kyrie', 'seasonending', 'hilang', 'luka', 'inkompeten', 'front', 'office', 'cedera', 'davis', 'kyrie', 'win', 'now', 'janji', 'bak', 'isap', 'harga', 'tiket', 'naik', 'dallas', 'gelap', 'dallas', 'kaburajadulu']",luka mavs kering parah kyrie seasonending hilang luka inkompeten front office cedera davis kyrie win now janji bak isap harga tiket naik dallas gelap dallas kaburajadulu,mavs wounds severe dry kyrie seasonending lost incompetent front office injury davis kyrie win now promise like suctioning the price of ticket riding dallas dallas kaburajadulu,positif,0.1277777777777778,2
kaburajadulu ada bnr nya kali ya,kaburajadulu ada bnr nya kali ya,"['kaburajadulu', 'ada', 'bnr', 'nya', 'kali', 'ya']","['kaburajadulu', 'bnr']",['kaburajadulu'],['kaburajadulu'],kaburajadulu,__kabujadulu__,netral,0.0,1
sebenarnya #KaburAjaDulu udah aku lakuin dgn memutuskan daftar ke kampus yg bahkan aku gak tau mereka ada (sebelumnya) alias cari aman yg penting bisa keluar dari rumah️,sebenarnya kaburajadulu udah aku lakuin dgn memutuskan daftar ke kampus yg bahkan aku gak tau mereka ada sebelumnya alias cari aman yg penting bisa keluar dari rumah,"['sebenarnya', 'kaburajadulu', 'udah', 'aku', 'lakuin', 'dgn', 'memutuskan', 'daftar', 'ke', 'kampus', 'yg', 'bahkan', 'aku', 'gak', 'tau', 'mereka', 'ada', 'sebelumnya', 'alias', 'cari', 'aman', 'yg', 'penting', 'bisa', 'keluar', 'dari', 'rumah']","['kaburajadulu', 'lakuin', 'dgn', 'memutuskan', 'daftar', 'kampus', 'yg', 'alias', 'cari', 'aman', 'yg', 'rumah']","['kaburajadulu', 'memutuskan', 'daftar', 'kampus', 'alias', 'cari', 'aman', 'rumah']","['kaburajadulu', 'putus', 'daftar', 'kampus', 'alias', 'cari', 'aman', 'rumah']",kaburajadulu putus daftar kampus alias cari aman rumah,kaburajadulu disconnect campus alias find safe home,positif,0.5,2
seminggu belakangan RTB News Brunei selalu nongol di explore. apa ini sinyal buat #KaburAjaDulu ke kampungan Bang Matin?,seminggu belakangan rtb news brunei selalu nongol di explore apa ini sinyal buat kaburajadulu ke kampungan bang matin,"['seminggu', 'belakangan', 'rtb', 'news', 'brunei', 'selalu', 'nongol', 'di', 'explore', 'apa', 'ini', 'sinyal', 'buat', 'kaburajadulu', 'ke', 'kampungan', 'bang', 'matin']","['seminggu', 'rtb', 'news', 'brunei', 'nongol', 'explore', 'sinyal', 'kaburajadulu', 'kampungan', 'bang', 'matin']","['seminggu', 'rtb', 'news', 'brunei', 'nongol', 'explore', 'sinyal', 'kaburajadulu', 'kampungan', 'bang', 'matin']","['minggu', 'rtb', 'news', 'brunei', 'nongol', 'explore', 'sinyal', 'kaburajadulu', 'kampung', 'bang', 'matin']",minggu rtb news brunei nongol explore sinyal kaburajadulu kampung bang matin,sunday rtb news brunei nongol explore __kaburajadulu signal__ kampung bang matin,netral,0.0,1
Gw kalo jadi kong lgsg #KaburAjaDulu #ComfortAuraxThomasKong,gw kalo jadi kong lgsg kaburajadulu comfortauraxthomaskong,"['gw', 'kalo', 'jadi', 'kong', 'lgsg', 'kaburajadulu', 'comfortauraxthomaskong']","['kong', 'lgsg', 'kaburajadulu', 'comfortauraxthomaskong']","['kong', 'kaburajadulu', 'comfortauraxthomaskong']","['kong', 'kaburajadulu', 'comfortauraxthomaskong']",kong kaburajadulu comfortauraxthomaskong,kong kaburajadulu comfortaaraxthomaskong,netral,0.0,1
Kadang berpikir diri ini ingin #KaburAjaDulu ke negara lain disituasi negara sendiri berantakana. Namun menjadi diaspora di negara lain tidaklah mudah,kadang berpikir diri ini ingin kaburajadulu ke negara lain disituasi negara sendiri berantakana namun menjadi diaspora di negara lain tidaklah mudah,"['kadang', 'berpikir', 'diri', 'ini', 'ingin', 'kaburajadulu', 'ke', 'negara', 'lain', 'disituasi', 'negara', 'sendiri', 'berantakana', 'namun', 'menjadi', 'diaspora', 'di', 'negara', 'lain', 'tidaklah', 'mudah']","['kadang', 'berpikir', 'kaburajadulu', 'negara', 'disituasi', 'negara', 'berantakana', 'diaspora', 'negara', 'mudah']","['kadang', 'berpikir', 'kaburajadulu', 'negara', 'disituasi', 'negara', 'berantakana', 'diaspora', 'negara', 'mudah']","['kadang', 'pikir', 'kaburajadulu', 'negara', 'situasi', 'negara', 'berantakana', 'diaspora', 'negara', 'mudah']",kadang pikir kaburajadulu negara situasi negara berantakana diaspora negara mudah,sometimes think kaburajadulu country situation of the state of the state of the diaspora easy state,positif,0.4333333333333333,2
Mana si mbak nadia lina afina yang nanya yakin mau #KaburAjaDulu? ini mbak realitanya di indonesia,mana si mbak nadia lina afina yang nanya yakin mau kaburajadulu ini mbak realitanya di indonesia,"['mana', 'si', 'mbak', 'nadia', 'lina', 'afina', 'yang', 'nanya', 'yakin', 'mau', 'kaburajadulu', 'ini', 'mbak', 'realitanya', 'di', 'indonesia']","['mbak', 'nadia', 'lina', 'afina', 'nanya', 'kaburajadulu', 'mbak', 'realitanya', 'indonesia']","['mbak', 'nadia', 'lina', 'afina', 'kaburajadulu', 'mbak', 'realitanya', 'indonesia']","['mbak', 'nadia', 'lina', 'afina', 'kaburajadulu', 'mbak', 'realitanya', 'indonesia']",mbak nadia lina afina kaburajadulu mbak realitanya indonesia,mbak nadia lina afina kaburajadulu ms. reality indonesia,netral,0.0,1
#kaburajadulu Tapi ngapain juga ke uk? Tambah surem lah idup lu,kaburajadulu tapi ngapain juga ke uk tambah surem lah idup lu,"['kaburajadulu', 'tapi', 'ngapain', 'juga', 'ke', 'uk', 'tambah', 'surem', 'lah', 'idup', 'lu']","['kaburajadulu', 'ngapain', 'uk', 'surem', 'idup']","['kaburajadulu', 'uk', 'surem']","['kaburajadulu', 'uk', 'surem']",kaburajadulu uk surem,__kabulululululululululululululululull,netral,0.0,1
mau tanyaa ttg #kaburajadulu... apaa dgn s2 diluar negeri bisa dpt kerja yg lebih baik?? skrg aku posisi s1 dn udh ada kerja tp yaa begitu lah :'.. ortuku ga ngebolehin kerja di luar jawa pdhl gajinya lbh gede tp ngebolehin ambil s2 ln asal full beasiswa. tp mau mastiin dulu,mau tanyaa ttg kaburajadulu apaa dgn s diluar negeri bisa dpt kerja yg lebih baik skrg aku posisi s dn udh ada kerja tp yaa begitu lah ortuku ga ngebolehin kerja di luar jawa pdhl gajinya lbh gede tp ngebolehin ambil s ln asal full beasiswa tp mau mastiin dulu,"['mau', 'tanyaa', 'ttg', 'kaburajadulu', 'apaa', 'dgn', 's', 'diluar', 'negeri', 'bisa', 'dpt', 'kerja', 'yg', 'lebih', 'baik', 'skrg', 'aku', 'posisi', 's', 'dn', 'udh', 'ada', 'kerja', 'tp', 'yaa', 'begitu', 'lah', 'ortuku', 'ga', 'ngebolehin', 'kerja', 'di', 'luar', 'jawa', 'pdhl', 'gajinya', 'lbh', 'gede', 'tp', 'ngebolehin', 'ambil', 's', 'ln', 'asal', 'full', 'beasiswa', 'tp', 'mau', 'mastiin', 'dulu']","['tanyaa', 'ttg', 'kaburajadulu', 'apaa', 'dgn', 'diluar', 'negeri', 'dpt', 'yg', 'skrg', 'posisi', 'dn', 'udh', 'tp', 'yaa', 'ortuku', 'ngebolehin', 'jawa', 'pdhl', 'gajinya', 'lbh', 'gede', 'tp', 'ngebolehin', 'ambil', 'ln', 'full', 'beasiswa', 'tp', 'mastiin']","['tanyaa', 'kaburajadulu', 'diluar', 'negeri', 'posisi', 'ortuku', 'jawa', 'gajinya', 'gede', 'ambil', 'ln', 'full', 'beasiswa', 'mastiin']","['tanyaa', 'kaburajadulu', 'luar', 'negeri', 'posisi', 'ortuku', 'jawa', 'gaji', 'gede', 'ambil', 'ln', 'full', 'beasiswa', 'mastiin']",tanyaa kaburajadulu luar negeri posisi ortuku jawa gaji gede ambil ln full beasiswa mastiin,tanya kaburajadulu overseas position of javanese orthuku salary gede take ln full scholarship mastiin,positif,0.35,2
Kalau begini respon untuk #KaburAjaDulu dan bukannya berbenah berarti udah fixed pemerintah kita itu isinya setan semua soalnya nggak punya hati dan pikiran yang baik.,kalau begini respon untuk kaburajadulu dan bukannya berbenah berarti udah fixed pemerintah kita itu isinya setan semua soalnya nggak punya hati dan pikiran yang baik,"['kalau', 'begini', 'respon', 'untuk', 'kaburajadulu', 'dan', 'bukannya', 'berbenah', 'berarti', 'udah', 'fixed', 'pemerintah', 'kita', 'itu', 'isinya', 'setan', 'semua', 'soalnya', 'nggak', 'punya', 'hati', 'dan', 'pikiran', 'yang', 'baik']","['respon', 'kaburajadulu', 'berbenah', 'fixed', 'pemerintah', 'isinya', 'setan', 'nggak', 'hati', 'pikiran']","['respon', 'kaburajadulu', 'berbenah', 'fixed', 'pemerintah', 'isinya', 'setan', 'hati', 'pikiran']","['respon', 'kaburajadulu', 'benah', 'fixed', 'perintah', 'isi', 'setan', 'hati', 'pikir']",respon kaburajadulu benah fixed perintah isi setan hati pikir,response kaburajadulu benah fixed commands of the contents of the devil's heart thought,positif,0.1,2
Sudah waktunya meramaikan odoo di japan #kaburajadulu,sudah waktunya meramaikan odoo di japan kaburajadulu,"['sudah', 'waktunya', 'meramaikan', 'odoo', 'di', 'japan', 'kaburajadulu']","['meramaikan', 'odoo', 'japan', 'kaburajadulu']","['meramaikan', 'odoo', 'japan', 'kaburajadulu']","['ramai', 'odoo', 'japan', 'kaburajadulu']",ramai odoo japan kaburajadulu,ramai odoo japan kaburajadulu,netral,0.0,1
 ... warga nekat ke luar negeri untuk mendapatkan pekerjaan apa pun dengan risiko yang besar. Saya kira ini ada kaitannya dengan fenomena #KaburAjaDulu yang merupakan bentuk frustrasi sebenarnya dari situasi ketenagakerjaan di dalam negeri. https://t.co/ThQEYQjlL5,warga nekat ke luar negeri untuk mendapatkan pekerjaan apa pun dengan risiko yang besar saya kira ini ada kaitannya dengan fenomena kaburajadulu yang merupakan bentuk frustrasi sebenarnya dari situasi ketenagakerjaan di dalam negeri,"['warga', 'nekat', 'ke', 'luar', 'negeri', 'untuk', 'mendapatkan', 'pekerjaan', 'apa', 'pun', 'dengan', 'risiko', 'yang', 'besar', 'saya', 'kira', 'ini', 'ada', 'kaitannya', 'dengan', 'fenomena', 'kaburajadulu', 'yang', 'merupakan', 'bentuk', 'frustrasi', 'sebenarnya', 'dari', 'situasi', 'ketenagakerjaan', 'di', 'dalam', 'negeri']","['warga', 'nekat', 'negeri', 'pekerjaan', 'risiko', 'kaitannya', 'fenomena', 'kaburajadulu', 'bentuk', 'frustrasi', 'situasi', 'ketenagakerjaan', 'negeri']","['warga', 'nekat', 'negeri', 'pekerjaan', 'risiko', 'kaitannya', 'fenomena', 'kaburajadulu', 'bentuk', 'frustrasi', 'situasi', 'ketenagakerjaan', 'negeri']","['warga', 'nekat', 'negeri', 'kerja', 'risiko', 'kait', 'fenomena', 'kaburajadulu', 'bentuk', 'frustrasi', 'situasi', 'ketenagakerjaan', 'negeri']",warga nekat negeri kerja risiko kait fenomena kaburajadulu bentuk frustrasi situasi ketenagakerjaan negeri,residents reckless state work risk risk phenomenon kaburajadulu form of frustration of the state employment situation,netral,0.0,1
